0,0,0,-8.5728,1002.5
0.01,0,0,-0.35301,1002.5
0.02,0,0,44.143,1002.5
0.03,0.0022074,0.4415,88.416,1002.5
0.04,0.011044,1.326,100.65,1002.5
0.05,0.029338,2.3329,103.02,1002.5
0.06,0.05782,3.3636,104.61,1002.5
0.07,0.096689,4.4102,109.15,1002.5
0.08,0.14625,5.5023,124.51,1002.5
0.09,0.2075,6.748,109.97,1002.5
0.1,0.28048,7.8484,112.75,1002.5
0.11,0.36461,8.9764,113.61,1002.5
0.12,0.46005,10.113,114.47,1002.5
0.13,0.56691,11.258,115.33,1002.5
0.14,0.68526,12.412,116.2,1002.4
0.15,0.8152,13.575,117.06,1002.4
0.16,0.95681,14.746,117.93,1002.4
0.17,1.1102,15.926,118.79,1002.4
0.18,1.2754,17.115,119.66,1002.4
0.19,1.4525,18.312,120.52,1002.4
0.2,1.6417,19.518,121.37,1002.3
0.21,1.8429,20.732,122.2,1002.3
0.22,2.0563,21.955,123.04,1002.3
0.23,2.282,23.186,123.88,1002.3
0.24,2.5201,24.425,124.72,1002.2
0.255,2.9005,26.3,126.14,1002.2
0.2775,3.5243,29.146,128.28,1002.1
0.31125,4.5813,33.494,131.27,1002
0.36125,6.4208,40.095,135.52,1001.8
0.41125,8.5953,46.889,138.11,1001.5
0.46125,11.113,53.813,140.16,1001.2
0.51125,13.979,60.84,142.04,1000.9
0.56125,17.199,67.96,143.83,1000.5
0.61125,20.777,75.17,145.47,1000.1
0.66125,24.718,82.462,146.97,999.63
0.71125,29.025,89.828,146.9,999.12
0.76125,33.7,97.19,146.1,998.57
0.81125,38.743,104.51,145.26,997.98
0.86125,44.15,111.79,144.4,997.35
0.91125,49.921,119.02,143.74,996.67
0.96125,56.052,126.23,143.12,995.95
1.0113,62.542,133.39,141.25,995.19
1.0613,69.389,140.47,138.8,994.39
1.1113,76.586,147.42,135.86,993.54
1.1613,84.127,154.22,132.62,992.66
1.2113,92.004,160.86,127.89,991.74
1.2613,100.21,167.26,122.5,990.77
1.3113,108.72,173.39,117.87,989.77
1.3613,117.54,179.29,113.87,988.74
1.4113,126.65,184.99,99.354,987.67
1.4613,136.02,189.95,29.291,986.57
1.5113,145.56,191.42,-17.216,985.45
1.5613,155.1,190.56,-19.693,984.33
1.6113,164.61,189.58,-19.577,983.22
1.6613,174.06,188.6,-19.462,982.11
1.7113,183.47,187.63,-19.35,981.01
1.7613,192.83,186.67,-19.24,979.91
1.8113,202.14,185.71,-19.134,978.82
1.8613,211.4,184.75,-19.03,977.73
1.9113,220.61,183.81,-18.927,976.65
1.9613,229.78,182.86,-18.824,975.58
2.0113,238.9,181.92,-18.716,974.51
2.0613,247.97,180.99,-18.612,973.44
2.1113,257,180.06,-18.505,972.38
2.1613,265.98,179.14,-18.398,971.33
2.2113,274.91,178.22,-18.294,970.28
2.2613,283.8,177.31,-18.192,969.24
2.3113,292.64,176.4,-18.094,968.2
2.3612,301.44,175.5,-17.997,967.17
2.4112,310.19,174.6,-17.901,966.15
2.4612,318.9,173.71,-17.806,965.12
2.5112,327.56,172.82,-17.713,964.11
2.5612,336.18,171.94,-17.622,963.1
2.6112,344.76,171.06,-17.534,962.09
2.6612,353.29,170.19,-17.447,961.09
2.7112,361.78,169.32,-17.361,960.1
2.7612,370.22,168.45,-17.276,959.11
2.8112,378.62,167.59,-17.195,958.12
2.8612,386.98,166.73,-17.112,957.14
2.9112,395.29,165.88,-17.027,956.16
2.9612,403.57,165.03,-16.944,955.19
3.0112,411.8,164.18,-16.86,954.25
3.0612,419.98,163.34,-16.779,953.33
3.1112,428.13,162.5,-16.696,952.42
3.1612,436.23,161.67,-16.615,951.52
3.2112,444.3,160.84,-16.533,950.62
3.2612,452.32,160.02,-16.454,949.72
3.3112,460.3,159.2,-16.376,948.83
3.3612,468.24,158.38,-16.301,947.94
3.4112,476.14,157.57,-16.225,947.06
3.4612,484,156.76,-16.151,946.18
3.5112,491.81,155.95,-16.078,945.31
3.5612,499.59,155.15,-16.006,944.44
3.6112,507.33,154.35,-15.936,943.57
3.6612,515.03,153.56,-15.867,942.71
3.7112,522.68,152.77,-15.8,941.86
3.7612,530.3,151.98,-15.735,941.01
3.8112,537.88,151.19,-15.671,940.16
3.8612,545.42,150.41,-15.605,939.32
3.9112,552.92,149.63,-15.536,938.48
3.9612,560.39,148.86,-15.471,937.65
4.0112,567.81,148.08,-15.407,936.82
4.0612,575.19,147.32,-15.343,935.99
4.1112,582.54,146.55,-15.277,935.17
4.1612,589.85,145.79,-15.211,934.35
4.2112,597.12,145.03,-15.15,933.54
4.2612,604.35,144.27,-15.088,932.73
4.3112,611.55,143.52,-15.025,931.93
4.3612,618.7,142.77,-14.964,931.13
4.4112,625.82,142.02,-14.904,930.33
4.4612,632.91,141.28,-14.844,929.54
4.5112,639.95,140.54,-14.785,928.76
4.5612,646.96,139.8,-14.727,927.97
4.6112,653.93,139.07,-14.67,927.19
4.6612,660.87,138.33,-14.616,926.42
4.7112,667.77,137.6,-14.561,925.65
4.7612,674.63,136.88,-14.508,924.88
4.8112,681.45,136.15,-14.454,924.12
4.8612,688.24,135.43,-14.402,923.36
4.9112,695,134.71,-14.349,922.61
4.9612,701.71,134,-14.296,921.86
5.0112,708.4,133.28,-14.244,921.11
5.0612,715.04,132.57,-14.192,920.37
5.1112,721.65,131.86,-14.14,919.63
5.1612,728.23,131.16,-14.088,918.89
5.2112,734.77,130.46,-14.036,918.16
5.2612,741.27,129.76,-13.986,917.44
5.3112,747.74,129.06,-13.937,916.71
5.3612,754.18,128.36,-13.889,915.99
5.4112,760.58,127.67,-13.84,915.28
5.4612,766.95,126.98,-13.792,914.57
5.5112,773.28,126.29,-13.744,913.86
