0,0,0,-4.1021,1006.7
0.01,0,0,7.2897,1006.7
0.02,3.6454e-4,0.072911,18.684,1006.7
0.03,0.002028,0.25978,26.072,1006.7
0.04,0.0059295,0.52054,27.621,1006.7
0.05,0.012516,0.79682,29.124,1006.7
0.06,0.021941,1.0881,36.008,1006.7
0.07,0.034623,1.4483,38.752,1006.7
0.08,0.051044,1.8359,39.623,1006.7
0.09,0.071384,2.2323,40.495,1006.7
0.1,0.095732,2.6373,41.34,1006.7
0.11,0.12417,3.0508,41.286,1006.7
0.12,0.15675,3.4638,40.794,1006.7
0.13,0.19342,3.8719,40.303,1006.7
0.14,0.23416,4.275,39.81,1006.7
0.15,0.2789,4.6732,39.428,1006.7
0.16,0.3276,5.0676,39.502,1006.7
0.17,0.38026,5.4627,39.624,1006.7
0.18,0.43686,5.8591,39.746,1006.7
0.19,0.49744,6.2566,39.868,1006.6
0.2,0.562,6.6554,39.99,1006.6
0.21,0.63056,7.0554,40.112,1006.6
0.22,0.70312,7.4567,40.234,1006.6
0.23,0.7797,7.8591,40.356,1006.6
0.24,0.86031,8.2628,40.478,1006.6
0.25,0.94496,8.6677,40.6,1006.6
0.26,1.0337,9.0738,40.722,1006.6
0.27,1.1264,9.4811,40.843,1006.6
0.28,1.2233,9.8896,40.965,1006.6
0.29,1.3242,10.299,41.087,1006.6
0.3,1.4293,10.71,41.21,1006.5
0.31,1.5384,11.123,41.332,1006.5
0.325,1.7099,11.743,41.539,1006.5
0.3475,1.9847,12.679,41.85,1006.5
0.38125,2.4365,14.094,42.207,1006.4
0.43125,3.1939,16.202,41.161,1006.3
0.48125,4.0555,18.262,40.104,1006.2
0.53125,5.0187,20.27,39.633,1006.1
0.58125,6.0818,22.254,40.374,1006
0.63125,7.245,24.275,41.134,1005.9
0.68125,8.5102,26.334,41.895,1005.7
0.73125,9.8793,28.431,42.655,1005.5
0.78125,11.354,30.566,43.414,1005.4
0.83125,12.937,32.739,44.17,1005.2
0.88125,14.629,34.95,44.893,1005
0.93125,16.433,37.196,45.396,1004.8
0.98125,18.349,39.468,45.858,1004.6
1.0313,20.38,41.764,46.321,1004.3
1.0813,22.526,44.082,46.734,1004.1
1.1313,24.789,46.421,47.042,1003.8
1.1813,27.169,48.775,47.344,1003.5
1.2313,29.667,51.144,47.644,1003.2
1.2813,32.283,53.529,47.94,1002.9
1.3313,35.02,55.928,48.233,1002.6
1.3813,37.877,58.341,48.522,1002.3
1.4313,40.854,60.769,48.809,1001.9
1.4813,43.954,63.211,49.092,1001.6
1.5313,47.176,65.667,49.369,1001.2
1.5813,50.521,68.137,49.642,1000.8
1.6313,53.99,70.621,49.671,1000.4
1.6813,57.583,73.106,49.464,999.95
1.7313,61.3,75.58,49.251,999.52
1.7813,65.141,78.043,49.031,999.07
1.8313,69.104,80.496,48.806,998.6
1.8813,73.19,82.937,48.574,998.12
1.9313,77.398,85.366,48.361,997.63
1.9813,81.726,87.784,48.264,997.12
2.0313,86.176,90.198,48.179,996.6
2.0813,90.746,92.607,48.093,996.07
2.1313,95.437,95.011,48.004,995.52
2.1813,100.25,97.411,47.905,994.95
2.2313,105.18,99.806,47.809,994.37
2.2813,110.23,102.2,47.719,993.78
2.3313,115.4,104.58,47.633,993.17
2.3812,120.69,106.96,47.537,992.55
2.4312,126.09,109.34,47.429,991.92
2.4812,131.62,111.71,47.321,991.27
2.5312,137.26,114.08,47.217,990.61
2.5812,143.03,116.44,47.058,989.93
2.6312,148.91,118.79,46.705,989.24
2.6812,154.91,121.13,46.328,988.54
2.7312,161.02,123.45,45.945,987.82
2.7812,167.25,125.74,45.534,987.09
2.8312,173.59,128.02,45.107,986.35
2.8812,180.05,130.27,44.671,985.59
2.9312,186.62,132.51,44.227,984.82
2.9812,193.3,134.72,43.779,984.04
3.0312,200.09,136.9,43.326,983.24
3.0812,206.99,139.07,42.869,982.43
3.1312,214,141.21,42.404,981.61
3.1812,221.11,143.33,41.891,980.78
3.2312,228.33,145.42,41.213,979.93
3.2812,235.65,147.48,40.512,979.07
3.3312,243.08,149.5,39.801,978.2
3.3812,250.6,151.49,39.086,977.32
3.4312,258.23,153.44,38.372,976.42
3.4812,265.95,155.36,37.659,975.52
3.5312,273.76,157.24,36.956,974.6
3.5812,281.67,159.09,36.266,973.67
3.6312,289.67,160.9,35.59,972.73
3.6812,297.76,162.68,34.92,971.79
3.7312,305.94,164.42,34.269,970.83
3.7812,314.2,166.13,33.7,969.86
3.8312,322.55,167.82,33.139,968.88
3.8812,330.98,169.47,32.572,967.89
3.9312,339.5,171.1,31.999,966.89
3.9812,348.09,172.7,31.422,965.88
4.0312,356.76,174.26,30.841,964.87
4.0812,365.52,175.8,30.257,963.84
4.1312,374.34,177.32,29.666,962.8
4.1812,383.25,178.8,29.067,961.76
4.2312,392.22,180.25,28.464,960.71
4.2812,401.27,181.67,27.862,959.65
4.3312,410.39,183.06,27.261,958.58
4.3812,419.58,184.42,26.653,957.5
4.4312,428.83,185.75,26.05,956.41
4.4812,438.15,187.05,25.456,955.32
4.5312,447.53,188.32,24.875,954.24
4.5812,456.98,189.56,24.303,953.18
4.6312,466.49,190.78,23.732,952.12
4.6812,476.06,191.96,23.158,951.05
4.7312,485.69,193.12,22.578,949.98
4.7812,495.37,194.24,21.996,948.89
4.8312,505.11,195.34,21.411,947.81
4.8812,514.9,196.41,20.825,946.71
4.9312,524.75,197.45,20.237,945.61
4.9812,534.65,198.46,19.647,944.51
5.0312,544.59,199.44,19.057,943.39
5.0812,554.59,200.39,18.467,942.28
5.1312,564.63,201.31,17.889,941.16
5.1812,574.72,202.2,17.309,940.03
5.2312,584.85,203.07,16.743,938.9
5.2812,595.03,203.9,16.247,937.76
5.3312,605.24,204.72,15.768,936.62
5.3812,615.5,205.5,15.29,935.47
5.4312,625.79,206.27,14.821,934.32
5.4812,636.12,207.01,14.349,933.17
5.5312,646.49,207.72,13.874,932.01
5.5812,656.9,208.42,13.398,930.85
5.6312,667.33,209.08,12.918,929.68
5.6812,677.8,209.73,12.434,928.51
5.7312,688.31,210.35,11.951,927.34
5.7812,698.84,210.94,11.473,926.16
5.8312,709.4,211.52,11.035,924.98
5.8812,719.99,212.07,10.62,923.8
5.9312,730.61,212.6,10.205,922.61
5.9812,741.25,213.11,9.7928,921.42
6.0312,751.92,213.6,9.3991,920.23
6.0812,762.61,214.07,9.0091,919.04
6.1312,773.32,214.52,8.6147,917.84
6.1812,784.06,214.95,8.2182,916.64
6.2312,794.82,215.36,7.8232,915.44
6.2812,805.59,215.75,7.4218,914.23
6.3312,816.39,216.12,7.0184,913.03
6.3812,827.21,216.47,6.6191,911.82
6.4312,838.04,216.8,6.2289,910.61
6.4812,848.89,217.11,5.8689,909.4
6.5312,859.75,217.4,5.5311,908.18
6.5812,870.63,217.68,5.1953,906.97
6.6312,881.52,217.94,4.8549,905.75
6.6812,892.42,218.18,4.5114,904.53
6.7312,903.33,218.41,4.1666,903.31
6.7812,914.26,218.62,3.8132,902.09
6.8312,925.19,218.81,3.4551,900.87
6.8812,936.14,218.98,3.1131,899.65
6.9312,947.09,219.14,2.79,898.44
6.9812,958.05,219.28,2.4809,897.27
7.0312,969.02,219.4,2.1718,896.11
7.0812,979.99,219.51,1.8523,894.94
7.1312,990.97,219.6,1.5342,893.77
7.1812,1002,219.68,1.214,892.6
7.2312,1012.9,219.74,0.89339,891.44
7.2812,1023.9,219.79,0.57017,890.27
7.3312,1034.9,219.82,0.228,889.1
7.3812,1045.9,219.83,-0.17461,887.93
7.4312,1056.9,219.82,-0.57659,886.76
7.4812,1067.9,219.79,-0.97412,885.59
7.5312,1078.9,219.74,-1.3584,884.42
7.5812,1089.9,219.68,-1.7432,883.25
7.6312,1100.8,219.59,-2.1269,882.09
7.6812,1111.8,219.49,-2.5062,880.92
7.7312,1122.8,219.36,-2.8876,879.75
7.7812,1133.8,219.22,-3.2723,878.58
7.8312,1144.7,219.06,-3.653,877.42
7.8812,1155.7,218.88,-4.0354,876.25
7.9312,1166.6,218.67,-4.4149,875.09
7.9812,1177.5,218.46,-4.7843,873.93
8.0312,1188.4,218.22,-5.1242,872.77
8.0812,1199.4,217.96,-5.3823,871.61
8.1312,1210.2,217.7,-5.6361,870.45
8.1812,1221.1,217.42,-5.8966,869.29
8.2312,1232,217.12,-6.1494,868.14
8.2812,1242.8,216.82,-6.3991,866.98
