0,0,0,-0.15172,1001.2
0.01,0,0,19.144,1001.2
0.02,9.5752e-4,0.19152,38.455,1001.2
0.03,0.004796,0.5762,57.779,1001.2
0.04,0.013448,1.1542,77.116,1001.2
0.05,0.028846,1.9256,96.464,1001.2
0.06,0.052926,2.8905,115.82,1001.2
0.07,0.087624,4.049,125.63,1001.2
0.08,0.1344,5.3059,125.91,1001.2
0.09,0.19376,6.5657,126.2,1001.2
0.1,0.26573,7.8285,126.5,1001.2
0.11,0.35034,9.0941,126.79,1001.2
0.12,0.44762,10.363,127.09,1001.2
0.13,0.55761,11.634,127.38,1001.1
0.14,0.68032,12.909,127.68,1001.1
0.15,0.8158,14.186,127.97,1001.1
0.16,0.96406,15.467,128.27,1001.1
0.17,1.1251,16.75,128.56,1001.1
0.18,1.2991,18.037,128.86,1001.1
0.19,1.4859,19.326,129.15,1001
0.2,1.6856,20.618,129.44,1001
0.21,1.8983,21.913,129.75,1001
0.22,2.1239,23.211,130.07,1001
0.23,2.3625,24.513,130.39,1000.9
0.23995,2.6128,25.811,130.71,1000.9
0.25487,3.0125,27.763,131.23,1000.8
0.27725,3.6668,30.705,132,1000.8
0.31082,4.7722,35.147,133.16,1000.6
0.36082,6.6964,41.827,134.67,1000.4
0.41082,8.9565,48.579,135.96,1000.2
0.46082,11.556,55.395,137.24,999.85
0.51082,14.497,62.275,138.37,999.5
0.56082,17.784,69.211,139.46,999.12
0.61082,21.42,76.201,140.49,998.69
0.66082,25.406,83.243,141.32,998.22
0.71082,29.745,90.326,142.09,997.71
0.76082,34.439,97.447,142.81,997.16
0.81082,39.49,104.6,143.39,996.57
0.86082,44.9,111.79,143.94,995.94
0.91082,50.67,119,144.43,995.26
0.96082,56.801,126.24,144.84,994.54
1.0108,63.294,133.49,145.22,993.78
1.0608,70.15,140.77,145.57,992.98
1.1108,77.371,148.06,145.88,992.13
1.1608,84.956,155.36,146.19,991.24
1.2108,92.907,162.69,146.36,990.31
1.2608,101.22,170.02,146.45,989.33
1.3108,109.91,177.35,146.52,988.31
1.3608,118.96,184.69,146.42,987.25
1.4108,128.38,192.02,146.24,986.15
1.4608,138.16,199.35,146.01,985
1.5108,148.31,206.66,145.61,983.81
1.5608,158.83,213.95,145.16,982.58
1.6108,169.71,221.21,144.57,981.3
1.6608,180.95,228.45,143.62,979.98
1.7108,192.55,235.63,142.57,978.62
1.7608,204.51,242.76,141.37,977.22
1.8108,216.82,249.83,139.96,975.77
1.8608,229.49,256.84,138.57,974.29
1.9104,242.4,263.71,137.15,972.77
1.9604,255.76,270.57,135.62,971.21
2.0104,269.46,277.36,134.03,969.6
2.0604,283.49,284.06,132.33,967.95
2.1041,296.01,289.84,130.89,966.49
2.1541,310.67,296.37,128.92,964.77
2.2041,325.65,302.81,126.89,963.01
2.2541,340.95,309.16,124.82,961.22
2.3018,355.84,315.11,122.95,959.47
2.3492,370.93,320.94,120.77,957.7
2.3992,387.13,326.97,118.03,955.8
2.4492,403.63,332.87,115.14,953.9
2.4973,419.75,338.39,112.07,952.1
2.5473,436.81,343.98,108.91,950.19
2.5973,454.14,349.41,105.77,948.26
2.6473,471.75,354.69,102.64,946.29
2.6973,489.61,359.82,99.835,944.29
2.7473,507.73,364.81,97.104,942.27
2.7973,526.09,369.66,94.612,940.22
2.8473,544.69,374.39,92.112,938.14
2.8973,563.52,378.99,84.055,936.03
2.9473,582.58,383.19,66.214,933.91
2.9973,601.82,386.5,48.253,931.76
3.0473,621.21,388.91,28.832,929.59
3.0973,640.69,390.35,7.93,927.41
3.1473,660.21,390.75,-12.763,925.23
3.1973,679.74,390.11,-26.278,923.05
3.2473,699.21,388.81,-35.813,920.88
3.2973,718.6,387.02,-44.701,918.71
3.3473,737.9,384.8,-46.653,916.55
3.3973,757.08,382.48,-46.561,914.41
3.4473,776.15,380.16,-46.438,912.28
3.4973,795.1,377.85,-46.107,910.16
3.5473,813.93,375.56,-45.735,908.06
3.5973,832.65,373.28,-45.365,905.97
3.6473,851.26,371.02,-44.947,903.89
3.6973,869.76,368.79,-44.54,901.82
3.7473,888.14,366.57,-44.12,899.77
3.7973,906.41,364.37,-43.686,897.77
3.8473,924.58,362.2,-43.251,895.84
3.8973,942.63,360.05,-42.823,893.92
3.9473,960.58,357.92,-42.433,892.01
3.9973,978.43,355.81,-42.051,890.11
4.0473,996.16,353.71,-41.668,888.23
4.0973,1013.8,351.64,-41.237,886.35
4.1473,1031.3,349.59,-40.747,884.49
4.1973,1048.8,347.56,-40.266,882.63
4.2473,1066.1,345.56,-39.79,880.79
4.2973,1083.3,343.58,-39.342,878.96
4.3473,1100.4,341.63,-38.919,877.14
4.3973,1117.5,339.69,-38.5,875.32
4.4473,1134.4,337.78,-38.077,873.52
4.4973,1151.3,335.89,-37.646,871.73
4.5473,1168,334.01,-37.165,869.95
4.5973,1184.7,332.17,-36.687,868.18
4.6473,1201.2,330.35,-36.236,866.42
4.6973,1217.7,328.54,-35.795,864.66
4.7473,1234.1,326.77,-35.359,862.92
4.7973,1250.4,325.01,-34.969,861.19
4.8473,1266.6,323.27,-34.589,859.46
4.8973,1282.7,321.55,-34.211,857.75
4.9473,1298.7,319.85,-33.847,856.04
4.9973,1314.7,318.16,-33.499,854.35
5.0473,1330.5,316.5,-33.197,852.66
5.0973,1346.3,314.84,-32.918,850.98
5.1473,1362,313.21,-32.643,849.31
5.1973,1377.7,311.58,-32.353,847.65
5.2473,1393.2,309.97,-32.067,846
5.2973,1408.6,308.37,-31.784,844.41
5.3473,1424,306.79,-31.517,842.85
5.3973,1439.3,305.22,-31.267,841.3
5.4473,1454.6,303.66,-31.024,839.76
5.4973,1469.7,302.12,-30.781,838.23
5.5473,1484.8,300.59,-30.532,836.71
5.5973,1499.8,299.07,-30.254,835.19
5.6473,1514.7,297.56,-29.976,833.68
5.6973,1529.5,296.07,-29.719,832.18
5.7473,1544.3,294.59,-29.477,830.68
5.7973,1559,293.12,-29.239,829.19
5.8473,1573.6,291.66,-29.01,827.71
5.8973,1588.1,290.22,-28.794,826.24
5.9473,1602.6,288.79,-28.555,824.78
5.9973,1617,287.36,-28.315,823.32
6.0473,1631.3,285.95,-28.074,821.87
6.0973,1645.6,284.56,-27.837,820.43
6.1473,1659.8,283.17,-27.617,818.99
6.1973,1673.9,281.79,-27.409,817.56
6.2473,1688,280.43,-27.208,816.14
6.2973,1702,279.07,-27.014,814.72
6.3473,1715.9,277.73,-26.811,813.31
6.3973,1729.7,276.39,-26.599,811.91
6.4473,1743.5,275.07,-26.387,810.51
6.4973,1757.3,273.75,-26.186,809.13
6.5473,1770.9,272.45,-25.989,807.74
6.5973,1784.5,271.15,-25.799,806.37
6.6473,1798,269.87,-25.62,805
6.6973,1811.5,268.59,-25.444,803.64
6.7473,1824.9,267.33,-25.267,802.28
6.7973,1838.2,266.07,-25.093,800.93
6.8473,1851.5,264.82,-24.904,799.59
6.8973,1864.7,263.58,-24.715,798.25
6.9473,1877.8,262.34,-24.539,796.92
6.9973,1890.9,261.12,-24.369,795.59
7.0473,1904,259.91,-24.206,794.31
7.0973,1916.9,258.7,-24.053,793.06
7.1473,1929.8,257.5,-23.909,791.82
7.1973,1942.7,256.31,-23.756,790.58
7.2473,1955.5,255.13,-23.592,789.35
7.2973,1968.2,253.95,-23.423,788.13
7.3473,1980.9,252.78,-23.257,786.91
7.3973,1993.5,251.63,-23.105,785.69
7.4473,2006,250.47,-22.959,784.49
7.4973,2018.5,249.33,-22.823,783.28
7.5473,2030.9,248.19,-22.689,782.09
7.5973,2043.3,247.06,-22.552,780.89
7.6473,2055.7,245.94,-22.412,779.71
7.6973,2067.9,244.82,-22.269,778.53
7.7473,2080.1,243.71,-22.12,777.35
7.7973,2092.3,242.61,-21.972,776.18
7.8473,2104.4,241.51,-21.836,775.02
7.8973,2116.4,240.42,-21.709,773.86
7.9473,2128.4,239.34,-21.584,772.7
7.9973,2140.4,238.26,-21.47,771.55
8.0473,2152.3,237.19,-21.355,770.41
8.0973,2164.1,236.13,-21.235,769.27
8.1473,2175.9,235.07,-21.106,768.14
8.1973,2187.6,234.02,-20.975,767.01
8.2473,2199.3,232.97,-20.843,765.88
8.2973,2210.9,231.93,-20.719,764.76
8.3473,2222.5,230.9,-20.595,763.65
8.3973,2234,229.87,-20.481,762.54
8.4473,2245.5,228.85,-20.377,761.44
8.4973,2256.9,227.84,-20.277,760.34
8.5473,2268.2,226.83,-20.173,759.25
8.5973,2279.6,225.82,-20.067,758.16
8.6473,2290.8,224.82,-19.961,757.07
8.6973,2302,223.82,-19.846,755.99
8.7473,2313.2,222.83,-19.728,754.92
